Word1,Word2,Rhyme
crosspieces,complicities,0
halton,rawding,0
uninjured,injured,1
vescio,vescio,1
rigler,emanuel,0
bolch,levitz,0
philippoussis,hattusas,1
wipf,wipf,1
bonet,mononuclear,0
denz,zenz,1
matchup,furiously,0
phylogeny,cousins,0
reader,valparaiso,0
enters,ventres,1
papandrea,hypochondria,1
squatting,compellingly,0
mickelson,fingered,0
rollinger,overcoming,0
buckler,buckler,1
acquiring,kubitz,0
oscar,latent,0
fanatically,mathematically,1
gaunce,faunce,1
srivastava,lauder,0
riveted,garmund,0
larrivee,larivee,1
shamblin,kleptomaniac,0
dilger,discount,0
improvement,holzer,0
discounts,cay,0
wesler,fesler,1
jayson,lubbock,0
humpty,pemble,0
multicultural,crushes,0
furgerson,bergerson,1
selvidge,erodible,0
invaded,invaded,1
ravitz,eggen,0
modeled,modeled,1
skateboarding,skateboarding,1
gaia,gaia,1
hitchman,circled,0
purdin,verdin,1
gulch,eurodollars,0
machin,distinctive,0
cowgirl,freemasonry,0
wedded,junking,0
enormous,warmus,1
dickason,indignity,0
zapien,sapien,1
ivers,hohorst,0
dumpty,delightfully,0
leopards,leopards,1
punkin,punkin,1
frivolity,saundra,0
paraphrasing,scotsman,0
arranges,arranges,1
bushman,nichol,0
honig,writes,0
scribe,agins,0
yeargin,spurgeon,1
virginia,virginia,1
pesetas,schneberger,0
nagymaros,artists,0
griest,boursicot,0
alums,marga,0
ferri,bollettieri,1
kesinger,eappen,0
either,neither,1
guyon,waffles,0
dqalpha,alpha,1
hasidic,promilacidic,1
faulted,silicon,0
thalman,alman,1
preferences,teeple,0
bolitho,juditha,1
morency,overselling,0
lata,dishonest,0
radatz,raddatz,1
priestley,programing,0
america,barriers,0
larchmont,osby,0
shawna,mauna,1
drifters,yuppie,0
restructure,restructure,1
sangster,punches,0
athleticism,spiritualism,1
facial,heitzman,0
rediger,ediger,1
displacement,ebonics,0
parrishes,reactions,0
wickets,medals,0
nicoson,vicente,0
smisek,misek,1
principals,subprincipals,1
vosburg,fosberg,1
orthopedist,rivaled,0
comprehending,unending,1
hemodynamics,cautions,0
kalmar,boshers,0
glazner,pettersson,0
underpriviledged,privileged,1
blasier,moseley,0
kessen,juggle,0
corns,warnes,1
unevenly,belding,0
kosmetsky,sobecki,1
viston,wriston,1
tasters,tasters,1
haggling,waggling,1
compounding,hounding,1
goodling,strifes,0
tab,orgill,0
strandberg,pocius,0
hubbert,saundra,0
chaplin,akens,0
consumed,bedrosian,0
kogler,fogler,1
hutchison,hutchison,1
rosemead,siegfried,1
formic,heinzman,0
caceres,serres,1
mabrey,attachment,0
gumucio,marched,0
administers,microbiologist,0
shuchman,buckman,1
msgr,alignments,0
degrazia,degrazia,1
heterosis,necrosis,1
strikers,unconditionally,0
pepin,peppin,1
dickason,capital,0
berend,cieslak,0
varnes,alphonso,0
should,stoneburner,0
boschen,holzmann,0
strandberg,sandburg,1
rodefer,rodefer,1
jonker,buntyn,0
poolas,poolas,1
moonbeams,franssen,0
saxons,noblet,0
malaysians,harangued,0
kidnappers,memorials,0
sigfreda,shandong,0
psoriasis,archdiocese,1
midcontinent,wigington,0
prindiville,shevtl,1
telemarketing,frericks,0
sertich,watchdog,0
bozeman,wolz,0
hipkins,plasmodia,0
haberle,haberle,1
glaub,traub,1
zillions,sefton,0
zogg,hersey,0
prechtl,stecker,0
tunnels,moratoriums,0
tippett,mangling,0
conoco,macher,0
zolp,adonis,0
crevier,nonunion,0
parimutuel,diamonds,0
neuber,oubre,1
forshee,johson,0
harbury,prudently,0
trivial,cheatum,0
wesp,emigh,0
cawthon,cawthon,1
pulsing,pulsing,1
tusla,tuzla,1
stadiums,exemptions,0
mosley,gerrish,0
borgmann,borgmann,1
aided,downgraded,1
sauve,disadvantage,0
kendig,bendig,1
waffle,awful,1
hestand,hestand,1
pathfinder,abraxa,0
reichenberg,reichenberg,1
unfortunately,unfortunately,1
kassab,kassab,1
trillions,reformatories,0
czartoryski,wisnieski,1
inflexibly,flexibly,1
slaughtered,unsettled,0
lucido,busher,0
intestinal,intestinal,1
connely,conly,1
tonalities,morando,0
hilger,hilger,1
higa,nevels,0
vannoy,beavin,0
mounted,opfer,0
glendening,strengthens,0
landmasses,bypasses,1
contura,hildy,0
mega,mega,1
reckitt,aurelio,0
gilkerson,gilkerson,1
dialysis,raiff,0
shoplifter,weightlifter,1
zeimet,climate,1
kinshasa,meegan,0
schwertner,drifters,0
drewery,brewery,1
swamping,chomping,1
gollust,crimping,0
reduces,reduces,1
rediger,rediger,1
shanafelt,noaa,0
morehead,cutty,0
comedian,pundit,0
lizards,dictum,0
directly,indirectly,1
syrup,stirrup,1
towey,cafeterias,0
wilms,hilmes,1
rampager,ribera,0
malkin,balkin,1
steamboats,scapegoats,1
echard,lawing,0
reffner,pelaez,0
aerobatics,informatics,1
larkey,marchi,1
lisman,lisman,1
reasonable,tammo,0
glickman,fellheimer,0
regally,legally,1
whitewashed,inferiority,0
editing,chelf,0
grabel,roscher,0
camels,mammals,1
riester,preadolescence,0
wanke,shonk,1
kollek,stubby,0
erno,whitehorn,0
montefusco,lasorsa,0
rigdon,higdon,1
peter,neitzke,0
reshuffling,triads,0
kruszka,especially,0
murtha,namis,0
bases,bases,1
slauson,hausen,1
pfeifle,dunkleberger,0
myths,myths,1
pickerel,overhauling,0
jernberg,equal,0
dodges,dodges,1
mcnamara,stolte,0
ezzo,mezzo,1
purdom,purdham,1
truthful,congressionally,0
unsharpened,groening,0
eustace,beetles,0
rationing,rationing,1
kinnaman,schiewe,0
golfie,uhlig,0
kelso,denison,0
etling,settling,1
executed,mckowen,0
vitry,vitry,1
karnow,weiher,0
legally,illegally,1
negent,legent,1
ferrying,ferrying,1
briefers,steepness,0
hogston,clogston,1
collard,hollered,1
goddard,blechman,0
mcelhinny,ueberroth,0
burbidge,grizzled,0
impersonal,muntz,0
encouragement,encouragement,1
improperly,greenland,0
aaronson,strafing,0
frosted,opened,0
flimsy,calandra,0
pasternak,undisturbed,0
unintentional,conry,0
entangling,untangling,1
undercutting,costcutting,1
nissei,repay,1
chances,cowdery,0
caban,angels,0
meetze,tietze,1
hynds,hynds,1
gadson,gadson,1
snellings,undergraduates,0
bureaucracies,abramowicz,0
salisbury,autopilot,0
kuntzman,huntsman,1
novum,ovum,1
burmans,determines,1
sentiments,dicioccio,0
herwig,gerwig,1
bowses,arouses,1
wilhelmi,anselmi,1
atkisson,eichstadt,0
voynavich,voinovich,1
mcilhenny,allegheny,1
analyticity,prueter,0
greider,oscilloscopes,0
nationally,rationally,1
zoltan,dolton,1
perpendicular,duffer,0
spessard,continentally,0
developmental,dental,1
giants,longerbeam,0
mendes,rezendes,1
curmudgeons,lairson,0
packham,packham,1
devereaux,veiga,0
martinovich,rabinovich,1
hammar,effie,0
mordant,vickrey,0
mischler,fischler,1
maltbie,mcenerney,0
jotted,benja,0
pittinger,capel,0
fresh,tresch,1
intermarket,dimeo,0
alcee,halsey,1
schaedler,depictions,0
wingett,wingett,1
felix,helix,1
technicolor,zambia,0
ketchledge,actinomycosis,0
reddig,reddig,1
nondirect,versus,0
soluble,insoluble,1
hinmen,teutonic,0
picasso,trapasso,1
manufactured,methodically,0
landreth,landreth,1
tumors,rumors,1
sleeps,sweeps,1
selders,selders,1
mckissack,lissack,1
epilepsy,lenscrafter,0
fuels,fuels,1
roeper,roberson,0
girven,capua,0
kansas,boysen,0
dusts,thrusts,1
ancho,smithsonian,0
indifference,indifference,1
madyun,browsers,0
macchia,muriel,0
zeimet,climate,1
lanpher,dickinson,0
duct,duct,1
wicat,wilhelmi,0
matula,reinig,0
detroiters,cheatham,0
ameritrust,fabian,0
captured,firkus,0
staunton,paused,0
lawyers,meave,0
hiram,hiram,1
attracts,reenacts,1
caucus,cranium,0
sonnenberg,gelber,0
majority,priority,1
fritsche,affiliate,0
solidarity,peculiarity,1
slepian,crofton,0
exoskeleton,reservationists,0
poitier,shrinks,0
kloster,auster,1
superabrasives,dorian,0
discouragement,encouragement,1
donkey,govett,0
centner,plaudit,0
zotos,mattocks,0
gutierrez,gutierrez,1
unwillingly,ambience,0
bengals,engels,1
paramo,enderson,0
eleanor,persecutors,0
supplementary,stollings,0
lexine,alexine,1
cazier,grazier,1
bradish,swarthy,0
bisch,dish,1
embraceable,saison,0
banister,canister,1
thickens,zeitler,0
lumpkin,puzzled,0
imminence,neutering,0
feigen,jugglers,0
kanarek,bankruptcy,0
aretha,aretha,1
ruther,figs,0
documented,documented,1
birchler,savoca,0
perin,marbled,0
billingslea,tickled,0
downard,countered,1
routinely,modest,0
wagered,changing,0
weitzen,vulgarity,0
mustangs,throttles,0
overspends,spielvogel,0
kinnamon,kinnaman,1
deangelis,televangelists,1
guenna,traina,1
repressive,excessive,1
lefty,punchy,0
digiulio,touches,0
hoechst,rinaudo,0
bottenfield,brushy,0
swarovski,decongestant,0
standley,machinists,0
runcie,muncy,1
mononuclear,nuclear,1
condolence,cejka,0
wallets,defollets,1
alpert,alpert,1
equipment,spreitzer,0
perimeters,perimeters,1
posen,rosen,1
intruder,puder,1
tyrants,tyrants,1
shipbuilding,custodians,0
lyris,siris,1
genius,heterogeneous,1
magna,spagna,1
meanness,greenness,1
stoltzman,stoltzman,1
burgert,hergert,1
bassam,organelles,0
crichton,relapsing,0
odden,ronning,0
cellnet,dinotopia,0
playpens,playpens,1
mancillas,grumblings,0
hults,schmults,1
fittingly,molonicks,0
prompt,stomped,1
czechoslovaks,bartel,0
ladybugs,akbar,0
gilchrest,representative,0
secessionists,secessionists,1
pinpoint,gunpoint,1
fortuitous,porridge,0
shellhammer,malmgren,0
saxons,jacksons,1
doster,foster,1
lenora,fergus,0
polack,singleterry,0
mismanage,schellenger,0
topple,irrevocable,0
hygienists,hygienists,1
venable,indifferent,0
tutko,isom,0
talkin,lokken,1
jerzy,jerzy,1
woodke,woodke,1
bertels,myrtles,1
zukerman,zukerman,1
thanatology,cosmology,1
ketron,swayze,0
chemical,delve,0
mizel,weisel,1
rearrangement,advantaged,0
dualist,hydrick,0
hogland,hogland,1
gallow,barbagallo,1
markiewicz,savio,0
proofed,goofed,1
honk,wanton,0
strengthening,cooked,0
halston,makings,0
dewhurst,lakeland,0
diversity,diversity,1
puller,gottis,0
doris,indecisive,0
gingery,gingery,1
swygert,mensik,0
loong,apartments,0
careful,careful,1
blizzards,quotron,0
foundry,erne,0
freighters,elektra,0
baldric,baldric,1
diagnostics,wholesome,0
farfen,goldstone,0
shultz,proximate,0
guido,edo,1
wigmore,wigmore,1
exams,ronca,0
cancelling,goldest,0
bier,ruckel,0
parts,artz,1
shivering,quivering,1
oshields,cornfields,1
wedded,threaded,1
ravenscroft,lowy,0
behof,steinkuehler,0
administers,administers,1
kindley,haldan,0
vegan,realignments,0
effects,effects,1
deductibility,applicability,1
haberle,eichhorst,0
terriers,pazuto,0
something,chechen,0
delilah,youssef,0
johnathan,saratoga,0
pickford,batterman,0
cadwalader,cadwallader,1
mickish,mikesh,1
misener,hashers,0
volkswagens,experimenters,0
bigot,spigot,1
kellam,flagellum,1
organismic,removes,0
funded,glendinning,0
leverett,backwoodsman,0
navis,torald,0
mccalister,alaster,1
lousiness,wojick,0
beetles,coterie,0
myerson,unsullied,0
waging,hydock,0
jasperson,rejiggering,0
schlafly,safley,1
orrison,pawnshops,0
locklar,bernsen,0
bozman,patient,0
champlin,harnage,0
winged,patco,0
crouched,crouched,1
allbritton,eddies,0
dennis,iniguez,0
persson,congressionally,0
terrorists,nawrot,0
cantlin,renewing,0
ravenell,oblige,0
urias,galerias,1
clementes,fitzsimons,0
thermos,wintered,0
revised,advertised,1
forseeable,forseeable,1
enduser,oarsman,0
spielmann,bruckman,0
rewards,labay,0
sieja,celaya,1
oahu,gvaryahu,1
nemitz,nemetz,1
palestinians,swearingen,0
galster,multi,0
hoeppner,kallenberger,0
rampey,parrent,0
swanigan,intercepted,0
simek,gimmick,1
protozoans,grunion,0
heroically,boldin,0
raczka,mroczka,1
wuttke,covell,0
mattea,sasha,1
moisi,aloisi,1
shrapnel,shrapnel,1
berklee,berklee,1
uncooperative,withdrawal,0
cappelli,wehle,1
vivo,calif,0
patted,chatted,1
pastor,blaster,1
renner,grinberg,0
dismantles,earhart,0
gubler,kubler,1
hyacintha,smetzer,0
absolutist,hantavirus,0
lathes,townsel,0
remanufactured,newcombe,0
abrasives,superabrasives,1
fineran,fineran,1
organogenesis,higgenbotham,0
hungering,mongering,1
toppers,pardoning,0
harmonie,clauses,0
verify,alumni,1
gibson,harmel,0
hedin,repents,0
macarthur,nyssa,0
legan,sigley,0
daishowa,moua,1
chesapeake,ouster,0
esselte,welty,1
uncontrollable,controllable,1
cornea,cornea,1
mckendree,dismember,0
francesca,nagler,0
akali,welford,0
waltz,false,1
festivities,rabun,0
shorted,onondaga,0
guimond,donde,1
residencies,twosome,0
feutz,photographing,0
indigenous,polygynous,1
bevans,oreilly,0
wigington,zadrozny,0
nationsbanc,bundesbank,1
grossman,salemme,0
volcanologist,pennies,0
nethery,custom,0
surgeon,mckids,0
eshelman,sidestep,0
mardon,belshe,0
braz,scorers,0
unsuitable,mutable,1
macomb,huelsmann,0
loiacono,behrman,0
abnormal,abnormal,1
drinkard,pinkard,1
turnovers,makeovers,1
afrikaners,orchestral,0
gallas,koehnen,0
kelso,misinterpret,0
wistful,fistful,1
artists,artists,1
larock,yoshio,0
implicitly,chema,0
ladakh,macgyver,0
fithian,scythian,1
difabio,pasts,0
ravaging,laguardia,0
tremble,fondest,0
armendariz,rhodus,0
tallest,gaullist,1
emanuel,manual,1
mcmanaman,horsley,0
ricardo,westerman,0
yeisley,yeisley,1
picketed,dougie,0
reimbursing,nursing,1
caruth,mongolian,0
redemption,boxy,0
freelancing,freelancing,1
limberg,boilers,0
benin,landreth,0
holier,krossel,0
encounter,counter,1
robbery,reinsurer,0
lueders,botos,0
could,gerstel,0
karch,lark,1
cabbage,burack,0
conchemco,kristallnacht,0
contrasts,pasts,1
literacy,illiteracy,1
adelman,ipsco,0
advisement,molton,0
hipkins,hipkins,1
nickol,shuttled,0
berbick,verbeke,1
devereaux,roesler,0
slifko,warns,0
melodious,skurdal,0
implemented,documented,1
lunge,expunge,1
stotler,behrend,0
conversant,hersant,1
bonica,telefonica,1
senior,shepp,0
shelters,swelters,1
corsi,breyfogle,0
madding,gleghorn,0
illiterate,literate,1
killington,trippers,0
athleticism,aneurism,1
tomkins,talons,0
hadad,profoundly,0
locklair,scathing,0
baylis,bayless,1
comitatus,status,1
scharpf,karpf,1
bobak,banff,0
shanklin,menzel,0
bevilacqua,tanimoto,0
ortner,have,0
commingling,singling,1
combat,conclusions,0
roemmich,roemmich,1
morphogenesis,ritual,0
darst,darst,1
plastics,dentures,0
nguyen,darin,0
arp,harpe,1
yoffie,stephania,0
berridge,mantles,0
scheuermann,heuermann,1
sheathed,gleghorn,0
theatrics,beatrix,1
ribaudo,overproducers,0
savaging,ravaging,1
portrayal,betrayal,1
beaumier,septic,0
hiccough,hiccup,1
weitkamp,dropkin,0
keaveney,curnutt,0
gubbins,dualist,0
taira,salvatierra,1
berger,burger,1
cassavetes,entreaties,1
sizemore,rocchio,0
fraum,mossbacher,0
slimming,chauncey,0
coursey,sweig,0
neuburger,idly,0
poppa,schiappa,1
crippen,tippen,1
coroner,warriner,1
sutfin,sutphin,1
hollinsworth,painter,0
simoneaux,simoneau,1
routhier,unshakable,0
titles,titles,1
chilton,straddled,0
rosberg,beveridge,0
leiderman,leiderman,1
merengue,hilliard,0
improvement,variant,0
penans,milnes,0
unwielding,ashley,0
fugett,puget,1
lindler,elpers,0
unfettered,simko,0
acklin,rachlin,1
mabery,foreshadowing,0
rotter,gwaltney,0
uhde,judd,1
maoists,kids,0
handlooms,galoob,0
gascon,nebraskan,1
evangi,rinsing,0
decongestant,delucia,0
blaikie,mamet,0
thorup,punic,0
salim,pinkney,0
magnusson,magnussen,1
sassounguesso,esso,1
stockings,overstatement,0
kraynak,canuck,1
narragansett,chul,0
whistled,dankert,0
balanced,bradt,0
gibboney,vastness,0
toothless,zags,0
analytically,geopolitically,1
rushing,brigner,0
beatles,pudgy,0
amacher,timpson,0
ehresman,krawitz,0
meanness,presbyterians,0
goatley,oatley,1
assumptions,viscount,0
manske,ganske,1
socks,novice,0
batterman,mcmennamin,0
reagent,lugers,0
crudely,hoolihan,0
ringland,gonad,0
zimmerle,abrasive,0
isis,spiers,0
nondiscriminate,grievous,0
teresa,sevens,0
tightly,misjudgment,0
leung,leung,1
unbelievable,achievable,1
cancelled,repentant,0
genscher,genscher,1
nondeductible,nondeductible,1
underbelly,higgens,0
buttrick,butrick,1
nurnberger,sickened,0
bystrom,tristram,1
hitched,ditched,1
daughenbaugh,analyzable,0
agresta,cuesta,1
seagraves,floundering,0
coltie,undistributed,0
configured,reversing,0
velasquez,velazquez,1
conditionally,conditionally,1
madaras,almaraz,1
voorhees,deutz,0
toobin,stuffing,0
ridiculous,carranza,0
pautler,kraeutler,1
baghli,montelongo,0
rigid,cassens,0
munster,serviceable,0
mehrabian,rhythmic,0
nilges,jimmie,0
singleterry,singleterry,1
zielke,schielke,1
distributor,degidio,0
hanlon,gotti,0
hirzel,churchmen,0
melisent,melicent,1
devin,algae,0
chatz,cotugno,0
pih,woodland,0
extortionists,stoltzman,0
drozda,goof,0
previews,residues,1
incomprehensible,indispensible,1
lafuente,delafuente,1
underfund,mahmoud,0
buegler,yoyos,0
hergert,unted,0
napoleon,napoleon,1
commissioned,partitioned,1
volpe,rancorous,0
vaughns,pawns,1
stefa,stepha,1
soyuz,foisy,0
rekindled,uncritically,0
grunden,meandered,0
henriksen,mcdougals,0
steeple,hungering,0
pitofsky,promotions,0
comandantes,lindhorst,0
mickley,outfoxes,0
mumford,mumford,1
shostak,wanted,0
conry,purchases,0
leinonen,heinonen,1
activities,livened,0
dressings,dressings,1
galleon,galyean,1
intrusiveness,buehrle,0
lipschutz,lipschutz,1
mcchristian,mahlum,0
aeltus,transection,0
klinefelter,botkins,0
distributed,dummies,0
sargent,sargeant,1
wrongdoings,ewings,1
ditches,mirenda,0
lois,lois,1
eichhorst,magically,0
loves,advanta,0
constitutional,prosecutor,0
croswell,animate,0
bartles,reznik,0
nulton,schulten,1
nardone,lanners,0
spouses,concoction,0
unaffordable,recordable,1
defrosting,jocosa,0
warnick,warnecke,1
eruptions,eruptions,1
snookered,rookard,1
gyms,schwarzenegger,0
gartner,cartner,1
sarcophagus,esophagus,1
clagett,skadden,0
aguanga,aguanga,1
couching,slouching,1
prime,climb,1
cassatt,facet,1
mcgough,renno,0
grutman,slimming,0
theirselves,bullins,0
mervine,irvine,1
conversions,whacko,0
conceptualization,alternation,1
wordell,erosion,0
prunier,tydings,0
syverson,stiverson,1
racists,loses,0
biohazard,tasseled,0
dolly,holley,1
hilden,hilden,1
droessler,salis,0
wrightsman,columbians,0
overfunded,hyder,0
imposes,hinchey,0
newsworthy,kenworthy,1
futures,sutures,1
polarimeter,canron,0
zovut,respironics,0
guesstimates,eurich,0
barlage,viator,0
allianz,appeasing,0
toasters,coasters,1
kilty,sandpaper,0
cradling,patterns,0
concession,oppression,1
balke,halbur,0
christabelle,kuchta,0
calder,armijo,0
hingham,dingham,1
cumulative,noncumulative,1
budin,gulbuddin,1
flypaper,deaden,0
donham,freaked,0
monca,meinecke,0
blepharisma,grandest,0
bargmann,rediscovering,0
larrabee,trombly,0
girton,ritenour,0
ueno,vinci,0
mesolithic,refreshes,0
prenger,perrett,0
weintraub,fleishman,0
galoshes,mulvehill,0
pitchers,stratum,0
unfunded,jansa,0
simerson,warded,0
kendricks,hendryx,1
bassford,cortland,0
langeland,steadfastness,0
cadieux,parness,0
pepperman,waltons,0
aldi,garren,0
golomb,tietze,0
luzier,boozier,1
elwin,spieth,0
olver,midwesterners,0
sagas,ragas,1
carded,superregional,0
majority,beveridge,0
blockbuster,blockbuster,1
lisenbee,quenby,1
butch,cobian,0
cleanness,machinists,1
planters,polyhedron,0
bygones,coupons,1
friedson,friedson,1
sweatpants,micek,0
hyacinthia,cynthia,1
praxis,pinocchio,0
encourages,fountain,0
pfeuffer,pfeuffer,1
relaunch,launch,1
stegosaurus,torras,1
mellonby,melanby,1
arum,childers,0
sentman,service,0
horizons,jurgens,0
beuys,uys,1
bruises,billingslea,0
joists,joists,1
elber,kervorkian,0
cartons,sroge,0
gravity,freeburg,0
violent,unsettling,0
felkins,petraglia,0
thielen,saucier,0
stargazer,precluded,0
morris,ketone,0
partisans,partisans,1
perrow,gordian,0
nonnative,creative,1
inniss,minnis,1
samsung,drepung,1
placzek,placzek,1
waddington,massif,0
nighthawks,steuben,0
krawchuk,insular,0
wesp,wesp,1
mouthy,colbern,0
grossfeld,superdelegate,0
spliced,feist,1
raisers,slupic,0
alicia,merriott,0
ewalt,ewalt,1
operettas,bucket,0
hiram,mapfumo,0
uehling,bardin,0
ferryman,merryman,1
aluminio,denio,1
unconstitutionally,unconstitutionally,1
antibody,kisner,0
dalila,kotila,1
nunnelly,nunnally,1
mctighe,reassertion,0
electrical,waldron,0
symanski,goward,0
buzek,stutzman,0
stasny,osbourne,0
catania,aust,0
procured,opportunist,0
mesker,renewable,0
evian,torgeson,0
brisburg,oy,0
perils,rumpled,0
rando,pocahontas,0
schisler,kostick,0
thermos,burgling,0
biffle,amphitheater,0
owl,checkerboarding,0
sawicz,irreversible,0
ruddick,ludeke,1
lyrics,impregnated,0
wiest,pilevsky,0
donsbach,etc,0
westech,westech,1
weathered,feathered,1
nureyev,nureyev,1
weseman,cheesman,1
henkin,petticoats,0
curtailments,grabbe,0
mcisaac,vogeler,0
coaxed,milledge,0
wometco,thaxter,0
burtch,burtch,1
hammacher,epic,0
yulian,shumsky,0
steeply,cheaply,1
poorly,bozzi,0
ville,televisions,0
rationally,sturbridge,0
distributive,distributive,1
multiplexers,bohemian,0
gumption,mincers,0
squawking,talking,1
welded,ravenell,0
conversions,norbert,0
guenthner,genthner,1
swampbuster,blockbuster,1
complainant,brumley,0
ghulam,ghulam,1
overstepping,overstepping,1
typecasting,basalts,0
lesnick,bresnick,1
platforms,brainstorms,1
goranson,scour,0
situations,durations,1
pachter,lacter,1
volmer,judiciously,0
alfie,calfee,1
colbern,colbern,1
exploded,decoded,1
nationalists,nationalists,1
shanholtz,niedermeyer,0
ruwe,prohibits,0
shiffman,schiffman,1
junior,kempke,0
fehrman,chilled,0
atcheson,atcheson,1
acknowledgment,freshman,0
kangas,coolidge,0
holsey,ultimate,0
dustman,addendum,0
oddity,kint,0
freemyer,bolivar,0
baliles,baliles,1
talarico,leeco,1
mcconnaughey,mcconaughey,1
predictions,jurisdictions,1
geographically,addison,0
distillery,bobcat,0
godsey,allergan,0
ebbing,ebbing,1
observant,hansche,0
johannes,hattaway,0
anti,mantei,1
willmott,undercurrent,0
martinez,martinez,1
ratings,marler,0
newberg,ritchey,0
tamps,champs,1
charnock,gambia,0
capetillo,macintosh,0
astrodome,hippodrome,1
raptors,mcwilliam,0
programing,diagraming,1
elitist,completeness,0
coincident,coincident,1
kennelly,minish,0
nerlich,metsker,0
fittingly,fittingly,1
violett,sponsor,0
brunty,brunty,1
tasters,ethical,0
sightings,mcdaniels,0
scuttling,equality,0
gryphons,enhancements,0
minerva,clopton,0
horizons,horizons,1
hereafter,encyclopedist,0
trackers,vanderhoff,0
keels,pointing,0
goddart,trickster,0
jessamyn,idealistic,0
petie,quorums,0
journeys,journeys,1
negri,negri,1
branscomb,branscom,1
yoyos,yoyos,1
thassos,employments,0
abled,tabled,1
blizard,seedpod,0
huyett,murders,0
cockrell,cockrell,1
attebury,atteberry,1
roadrunner,suzman,0
galleon,galleon,1
shrewdness,bettinger,0
interamerican,interamerican,1
ibanez,julson,0
nontaxable,taxable,1
horsetails,gaskamp,0
bernier,bernier,1
swenet,benesh,0
condemned,christianson,0
sovey,ranft,0
gerwig,ceremonial,0
imprisons,whacking,0
seminario,wilkens,0
seminario,psychotherapist,0
hilo,gielow,1
stattin,nejamatin,1
delta,gooders,0
scribbled,scribbled,1
whisper,chortles,0
harrop,militia,0
drewery,boaters,0
ruffling,injure,0
faretlow,worried,0
repurchase,urine,0
chamberlin,sidling,0
dangling,ryrie,0
commutate,lubitz,0
kempfer,foundling,0
joseph,joseph,1
lenses,lenses,1
arrendondo,biondo,1
higdon,indirectly,0
winded,reminded,1
quinby,hufstetler,0
inductor,inductor,1
luffman,accessory,0
coldest,parchman,0
rumblings,rumblings,1
ohalloran,halloran,1
unsatisfactory,havran,0
matamoros,matamoros,1
bodkin,nonturbos,0
liacos,yacos,1
kolb,woodrick,0
iseman,tippers,0
inhibiting,duerst,0
cabler,colborne,0
iniquity,iniquity,1
seasons,microgenesys,0
hoffmeier,religions,0
monthly,monthly,1
iraqis,gatza,0
churchmen,stifles,0
tharrington,salzhauer,0
minisupercomputers,minisupercomputers,1
godmother,pacifists,0
pittinger,bantu,0
miniseries,pottinger,0
soulier,rabinovich,0
frontal,absalom,0
billiad,afula,0
sucharski,ingrained,0
oriole,mousehole,1
sandgren,hillegas,0
israelis,baileys,1
schlangen,schlangen,1
sayings,wobst,0
switchers,marshman,0
philips,weaning,0
karcher,karcher,1
verwey,birder,0
witthuhn,witthuhn,1
budner,evolving,0
etcetera,alcott,0
flowery,howery,1
turnip,arabia,0
damer,belkin,0
sylvio,klement,0
stealthiest,myths,0
indianian,mondays,0
koether,inhibitors,0
ayacucho,ayacucho,1
loggins,fightmaster,0
principal,kamman,0
rapacious,rapacious,1
benefitting,benefitting,1
macewen,macewen,1
hooking,zealotry,0
curtiss,burtis,1
luther,ruther,1
resentment,presentment,1
hornburg,thornburg,1
cancom,cancom,1
proudly,grafting,0
franzen,medwin,0
asbestos,asbestos,1
kasmira,beckon,0
lietzke,corter,0
senter,issue,0
seagraves,bigger,0
molander,wigington,0
italy,italy,1
mediscare,powwows,0
comprint,homeruns,0
charen,crofts,0
pisciotta,pisciotta,1
lob,ostrand,0
lefthanded,auctions,0
sedums,chechen,0
guesstimates,guesstimates,1
iiams,contacted,0
elicits,telegenic,0
donaghue,donaghue,1
woodson,cavazos,0
maturities,funnels,0
covers,hovers,1
mccaleb,staszak,0
pappert,mabon,0
nicklin,cookman,0
ratchford,preached,0
cornettist,allowance,0
crutches,joyful,0
stockham,oligarchy,0
reuland,reuland,1
bookers,lookers,1
bortle,janow,0
kupek,tarses,0
lecount,cases,0
mineralogically,physiologically,1
gunman,rainley,0
brueckner,rampaged,0
stymies,hikes,0
outfitters,enthusiasts,0
gendron,gendron,1
disavowed,proud,1
bamako,voicework,0
showiest,blowiest,1
conical,kunce,0
passable,panopolys,0
surveyors,surveyors,1
outperformer,thickly,0
serviced,reservist,1
thickened,chickened,1
holub,golub,1
guilliams,delahunty,0
timepiece,contempo,0
centerfielder,eyeless,0
respectful,whomsoever,0
cypris,cypress,1
dassler,counterclaim,0
miska,dobrinja,0
aurea,jumpers,0
chapman,gabrielsen,0
william,reasonably,0
neumeyer,neumeier,1
schreffler,schreffler,1
meishan,meishan,1
skolnick,worcester,0
remis,jaymes,1
preservatives,wiesner,0
appeasement,straube,0
lorimer,mistaken,0
poisonous,spivack,0
guttmann,gutman,1
weissberg,milodic,0
kavan,glavan,1
therapists,meline,0
muchow,lengthen,0
vevay,levay,1
isolde,georgio,0
silberg,wilberg,1
improvement,delacruz,0
roulston,sonatas,0
matos,efferson,0
foreigners,coroners,1
odonald,jasperson,0
ownby,saavedra,0
delgaudio,semifinished,0
acknowledgement,suggestions,0
betas,gopher,0
salted,clarkson,0
annular,akbar,0
tippins,americare,0
stymies,stiffens,0
toothman,toothman,1
sapped,tapped,1
koernke,pridmore,0
tarbert,lazur,0
motives,biby,0
murfin,murfin,1
calloused,calloused,1
canso,dealba,0
walko,jurors,0
